stage,trial_id,strategy,parameters,best_objective,best_objective_score,total_return_pct,buy_hold_return_pct,buy_hold_max_drawdown_pct,max_drawdown_pct,cagr_pct,sharpe_ratio,sortino_ratio,win_rate_pct,total_trades,profit_factor,recovery_factor,total_cost_pct,avg_cost_per_trade_pct,final_balance
all,146,CompositeMomentumIndexStrategy,"{""roc_period"": 9, ""rsi_period"": 14, ""signal_threshold"": 0.5226219140723047, ""tsi_long"": 25, ""tsi_short"": 19}",mar,25400071281.42115,2540.007128142115,200.10062012394803,-99.7381334979267,-94.0960428942468,435.2661190144992,1.845626415131019,1.652458967277162,60.0,35,3.650121123651757,26.99377200162171,1534.3070115319802,43.837343186628,26400.07128142115
all,76,CompositeMomentumIndexStrategy,"{""roc_period"": 10, ""rsi_period"": 18, ""signal_threshold"": 0.13537522082118267, ""tsi_long"": 25, ""tsi_short"": 13}",mar,25181349231.17356,2518.1349231173563,200.10062012394803,-99.7381334979267,-90.90899942035836,432.9887722929619,1.842218034520017,1.5581379197321013,62.96296296296296,27,4.23952206498487,27.69951203041664,1342.3652594064115,49.717231829867096,26181.349231173564
1y,146,CompositeMomentumIndexStrategy,"{""roc_period"": 10, ""rsi_period"": 19, ""signal_threshold"": 0.08764500758521608, ""tsi_long"": 40, ""tsi_short"": 20}",mar,25143914548.75172,2514.3914548751723,-24.21430939037421,-99.7381334979267,-90.90899942035836,2569.028226354112,2.676857428381777,1.1815128653593636,71.42857142857143,14,8.492785354922326,27.658333838311872,769.6329537172138,54.973782408372415,26143.914548751723
all,51,CompositeMomentumIndexStrategy,"{""roc_period"": 10, ""rsi_period"": 30, ""signal_threshold"": 0.2525613508064835, ""tsi_long"": 20, ""tsi_short"": 14}",mar,24243935666.256443,2424.3935666256443,200.10062012394803,-99.7381334979267,-91.88413475693297,423.12162786346346,1.8349408711705997,1.5675323227482936,50.0,12,10.8330143083871,26.385333801521337,951.6051113812276,79.30042594843563,25243.93566625645
1y,111,CompositeMomentumIndexStrategy,"{""roc_period"": 10, ""rsi_period"": 22, ""signal_threshold"": 0.6325297985177301, ""tsi_long"": 25, ""tsi_short"": 16}",mar,23510707459.44179,2351.070745944179,-24.21430939037421,-99.7381334979267,-90.90899942035836,2401.2716170954473,2.651615724869131,1.0882417465788317,73.33333333333333,15,9.688876417076424,25.86180423208657,630.7312362897596,42.04874908598398,24510.70745944179
1y,166,CompositeMomentumIndexStrategy,"{""roc_period"": 7, ""rsi_period"": 14, ""signal_threshold"": 0.7, ""tsi_long"": 35, ""tsi_short"": 9}",mar,22764053513.028145,2276.4053513028143,-24.21430939037421,-99.7381334979267,-92.24842795180012,2324.6015812453725,2.568947025028319,1.810602884856512,57.692307692307686,26,5.7499961450803365,24.676901296271826,995.2852456338452,38.2802017551479,23764.053513028142
all,172,GridTradingStrategyV2Aggressive,"{""allow_bear_breakout_sell"": 1, ""atr_mult"": 1.0, ""breakout_slope_min"": 0.003429286830269124, ""breakout_window"": 47, ""buy_spacing_mult_bear"": 1.2084335994722706, ""center_lookback"": 26, ""cooldown_bars"": 6, ""fee_pct"": 0.0025, ""min_edge_pct"": 0.025336984313397082, ""min_step_pct"": 0.035491507297930186, ""min_strength"": 0.6628812064853781, ""no_sell_above_ema_fast_in_bull"": 1, ""num_grids"": 18, ""recenter_dwell_bars"": 16, ""recenter_threshold_pct"": 0.1351749085742674, ""sell_spacing_mult_bull"": 1.3, ""side_when_bear"": 1, ""slippage_pct"": 0.01, ""strong_slope_min"": 0.007980239215805162, ""timeframe_minutes"": 60, ""tol_buy_hi"": 0.00344451738261313, ""tol_buy_lo"": 0.016534250560739396, ""tol_sell_hi"": 0.01966179660655637, ""tol_sell_lo"": 0.005, ""trail_atr_mult"": 2.0, ""trend_ema_fast"": 66, ""trend_ema_slow"": 200}",mar,21085902755.90884,2108.590275590884,200.10062012394803,-99.7381334979267,-97.41786404849374,388.490715971041,2.038518023570992,1.538413582312478,82.6086956521739,23,52.68488570228286,21.64480094268179,1703.1243304530392,74.04888393274084,22085.902755908843
all,6,CompositeMomentumIndexStrategy,"{""roc_period"": 8, ""rsi_period"": 14, ""signal_threshold"": 0.1038628241061929, ""tsi_long"": 23, ""tsi_short"": 14}",mar,21030993059.726646,2103.0993059726648,200.10062012394803,-99.7381334979267,-93.87614782867718,387.86791999639985,1.7977512926924504,1.605955718767402,60.0,35,3.7426542512384606,22.40291442093252,1229.3944224660993,35.125554927602835,22030.993059726647
all,16,CompositeMomentumIndexStrategy,"{""roc_period"": 11, ""rsi_period"": 21, ""signal_threshold"": 0.3011527029159177, ""tsi_long"": 15, ""tsi_short"": 15}",mar,20870989269.783913,2087.0989269783913,200.10062012394803,-99.7381334979267,-92.35131630785946,386.0487991786543,1.792435029624008,1.4714008735655555,60.0,25,5.385750542360385,22.59955797512299,1649.0575864912032,65.96230345964813,21870.989269783913
1y,191,CompositeMomentumIndexStrategy,"{""roc_period"": 16, ""rsi_period"": 28, ""signal_threshold"": 0.6099456624682025, ""tsi_long"": 25, ""tsi_short"": 13}",mar,20644823316.649216,2064.4823316649217,-24.21430939037421,-99.7381334979267,-87.52449446209522,2107.0736125292806,2.684966855900929,1.1861644563659213,64.28571428571429,14,10.973179918950692,23.5874807886951,393.6949108742465,28.121065062446178,21644.823316649217
all,102,GridTradingStrategyV2Aggressive,"{""allow_bear_breakout_sell"": 0, ""atr_mult"": 1.6361466072980853, ""breakout_slope_min"": 0.00281634668851003, ""breakout_window"": 16, ""buy_spacing_mult_bear"": 1.7429590649243707, ""center_lookback"": 18, ""cooldown_bars"": 2, ""fee_pct"": 0.0025, ""min_edge_pct"": 0.024834870480395902, ""min_step_pct"": 0.03658020327045107, ""min_strength"": 0.7068225915371062, ""no_sell_above_ema_fast_in_bull"": 0, ""num_grids"": 10, ""recenter_dwell_bars"": 16, ""recenter_threshold_pct"": 0.12, ""sell_spacing_mult_bull"": 1.3, ""side_when_bear"": 0, ""slippage_pct"": 0.01, ""strong_slope_min"": 0.0031542279602516836, ""timeframe_minutes"": 60, ""tol_buy_hi"": 0.01665695093324416, ""tol_buy_lo"": 0.01, ""tol_sell_hi"": 0.016280085266591672, ""tol_sell_lo"": 0.015108008561869753, ""trail_atr_mult"": 1.2659746358786432, ""trend_ema_fast"": 46, ""trend_ema_slow"": 352}",mar,20357458934.381905,2035.7458934381907,200.10062012394803,-99.7381334979267,-97.21895714087076,380.1660895376475,2.01535871248929,1.224436781738704,96.0,25,2410.6958480479375,20.93980385418437,1789.7007217898254,71.58802887159301,21357.458934381903
all,54,DonchianChampionAggressiveStrategy,"{""ema_exit_days"": 3.6486028153338133, ""entry_days"": 10.918090612307783, ""exit_days"": 1.9443336962535367, ""timeframe_minutes"": 5, ""trailing_drawdown_pct"": 0.19387472429604213}",mar,18647809105.15881,1864.7809105158808,200.10062012394803,-99.7381334979267,-67.7780621138456,360.0667962049232,2.142844512289146,1.0270841179124284,44.11764705882353,34,3.2970158234957254,27.513045554233184,4272.498075305163,125.66170809721068,19647.809105158805
1y,181,CompositeMomentumIndexStrategy,"{""roc_period"": 10, ""rsi_period"": 28, ""signal_threshold"": 0.7546744668923725, ""tsi_long"": 18, ""tsi_short"": 12}",mar,18636510564.577606,1863.651056457761,-24.21430939037421,-99.7381334979267,-90.90899942035836,1901.055245088767,2.529785420952366,1.1947116653060128,63.63636363636363,11,8.66544993794043,20.500182251927967,296.48532821449027,26.953211655862752,19636.51056457761
all,191,CompositeMomentumIndexStrategy,"{""roc_period"": 5, ""rsi_period"": 12, ""signal_threshold"": 0.6574457613024768, ""tsi_long"": 23, ""tsi_short"": 16}",mar,16957791314.093426,1695.7791314093429,200.10062012394803,-99.7381334979267,-95.62636296346872,339.3413693056456,1.7443820800334158,1.5524589198441994,61.76470588235294,34,3.641462133836885,17.733385217810344,847.1270787415247,24.915502315927196,17957.79131409343
1y,21,CompositeMomentumIndexStrategy,"{""roc_period"": 12, ""rsi_period"": 21, ""signal_threshold"": 0.3440836022171855, ""tsi_long"": 29, ""tsi_short"": 19}",mar,16832498060.316437,1683.2498060316436,-24.21430939037421,-99.7381334979267,-90.90899942035836,1716.1081686583764,2.4988618152288233,1.0992227236925705,60.0,15,8.233206182480771,18.51576650017218,387.52435928750293,25.83495728583353,17832.498060316437
all,119,DonchianChampionAggressiveStrategy,"{""ema_exit_days"": 2.983654046512719, ""entry_days"": 9.237195930937476, ""exit_days"": 2.8662598081651183, ""timeframe_minutes"": 5, ""trailing_drawdown_pct"": 0.2}",mar,16558880311.182228,1655.888031118223,200.10062012394803,-99.7381334979267,-63.96150908243281,334.3122876619699,2.041822292921389,1.0412027770984564,37.142857142857146,35,3.0817010247163132,25.88882055587736,3289.3029012748534,93.98008289356724,17558.880311182227
1y,150,Strategy_62_RSIAvgs,"{""ma_periods"": [5, 10, 20], ""overbought"": 53, ""oversold"": 30, ""rsi_period"": 42, ""signal_threshold"": 0.6}",mar,15894092539.84217,1589.4092539842172,-24.21430939037421,-99.7381334979267,-33.774199729157715,1619.9491538577486,4.279930037668322,0.6875451578262533,81.81818181818183,11,147.51923674009996,47.05986423749544,152.8602770246384,13.896388820421674,16894.092539842175
all,164,DonchianChampionAggressiveStrategy,"{""ema_exit_days"": 3.0, ""entry_days"": 11.0, ""exit_days"": 2.0, ""timeframe_minutes"": 5, ""trailing_drawdown_pct"": 0.2}",mar,15888549654.034616,1588.8549654034618,200.10062012394803,-99.7381334979267,-66.90697608763887,325.7342724749042,2.053913016982499,0.9912069077745832,41.17647058823529,34,3.176634056584599,23.747224255394265,3317.8169756733737,97.58285222568746,16888.54965403462
all,134,DonchianChampionAggressiveStrategy,"{""ema_exit_days"": 3.8123524173506986, ""entry_days"": 11.964826050984513, ""exit_days"": 1.5670731570693068, ""timeframe_minutes"": 5, ""trailing_drawdown_pct"": 0.2}",mar,15693448021.765709,1569.3448021765707,200.10062012394803,-99.7381334979267,-63.67457359635624,323.206560609172,2.076499031904782,0.9658020733418078,47.05882352941176,34,3.1565163488330894,24.646333905978068,3215.0280725610137,94.559649192971,16693.448021765707
1y,106,CompositeMomentumIndexStrategy,"{""roc_period"": 10, ""rsi_period"": 29, ""signal_threshold"": 0.16907354881487185, ""tsi_long"": 25, ""tsi_short"": 13}",mar,14865901632.982662,1486.5901632982664,-24.21430939037421,-99.7381334979267,-90.90899942035836,1514.6287200362788,2.391911936698228,1.6217431378090892,60.0,10,7.855629787855251,16.352508253053724,311.5698753665473,31.156987536654732,15865.901632982665
all,29,DonchianChampionAggressiveStrategy,"{""ema_exit_days"": 3.0, ""entry_days"": 11.220441708116699, ""exit_days"": 2.0198522046686547, ""timeframe_minutes"": 5, ""trailing_drawdown_pct"": 0.2}",mar,14806652775.052544,1480.6652775052544,200.10062012394803,-99.7381334979267,-65.9931058913135,311.5314634151615,2.0200969303533336,0.979455878611471,41.17647058823529,34,3.123752811684675,22.436666035143386,2907.938862694329,85.52761360865674,15806.652775052542
all,189,DonchianChampionAggressiveStrategy,"{""ema_exit_days"": 3.90990012233965, ""entry_days"": 15.785779877346027, ""exit_days"": 1.8869017165689774, ""timeframe_minutes"": 5, ""trailing_drawdown_pct"": 0.2}",mar,13996411393.508986,1399.6411393508988,200.10062012394803,-99.7381334979267,-61.90184201244975,300.5817409832869,2.1114704692019055,0.9497937535168446,39.285714285714285,28,3.718747203689578,22.61065412349768,623.920746285675,22.28288379591697,14996.41139350899
all,179,DonchianChampionAggressiveStrategy,"{""ema_exit_days"": 4.405670334867793, ""entry_days"": 11.0, ""exit_days"": 1.4184698816538408, ""timeframe_minutes"": 5, ""trailing_drawdown_pct"": 0.17466457148081216}",mar,13369600392.547676,1336.9600392547677,200.10062012394803,-99.7381334979267,-68.69236817233951,291.91156230715245,2.0041138459610415,0.9208557846647882,50.0,38,2.845392690949333,19.46300695152222,3047.899812191089,80.20788979450235,14369.600392547678
all,104,DonchianChampionAggressiveStrategy,"{""ema_exit_days"": 4.150257368442051, ""entry_days"": 11.977825086862705, ""exit_days"": 1.5667364735416016, ""timeframe_minutes"": 5, ""trailing_drawdown_pct"": 0.2399094848007507}",mar,13322106676.483349,1332.2106676483347,200.10062012394803,-99.7381334979267,-62.68551703613423,291.24717394229197,1.9216005242331609,0.9682643182727848,50.0,32,3.002396165439453,21.252288098388014,2463.9226615884636,76.99758317463949,14322.106676483349
all,50,Strategy_62_RSIAvgs,"{""ma_periods"": [5, 10, 20], ""overbought"": 60, ""oversold"": 18, ""rsi_period"": 13, ""signal_threshold"": 0.6}",mar,12656634667.903864,1265.6634667903863,200.10062012394803,-99.7381334979267,-73.56834732914186,281.82236092852054,2.0568737197609352,0.2702426042113436,58.333333333333336,24,7.366494154013406,17.20391326894783,140.14742050433395,5.839475854347248,13656.634667903862
all,12,GridTradingStrategyV2Aggressive,"{""allow_bear_breakout_sell"": 1, ""atr_mult"": 0.9586067692064022, ""breakout_slope_min"": 0.002877184160429856, ""breakout_window"": 54, ""buy_spacing_mult_bear"": 1.388434774196823, ""center_lookback"": 20, ""cooldown_bars"": 5, ""fee_pct"": 0.0025, ""min_edge_pct"": 0.02, ""min_step_pct"": 0.022648829671156903, ""min_strength"": 0.658368426010267, ""no_sell_above_ema_fast_in_bull"": 1, ""num_grids"": 19, ""recenter_dwell_bars"": 13, ""recenter_threshold_pct"": 0.22680607025494287, ""sell_spacing_mult_bull"": 1.5087841802262574, ""side_when_bear"": 1, ""slippage_pct"": 0.01, ""strong_slope_min"": 0.0037512406396435533, ""timeframe_minutes"": 60, ""tol_buy_hi"": 0.002210148711542639, ""tol_buy_lo"": 0.008435509185361097, ""tol_sell_hi"": 0.009016063335460803, ""tol_sell_lo"": 0.01068115815033429, ""trail_atr_mult"": 2.0, ""trend_ema_fast"": 77, ""trend_ema_slow"": 384}",mar,12512181930.93222,1251.2181930932218,200.10062012394803,-99.7381334979267,-97.209139409291,279.7471617278115,1.9052388456539333,1.1649784437757975,76.92307692307693,26,24.099971788873265,12.871404897692504,914.2558487987644,35.16368649226017,13512.181930932218
all,109,DonchianChampionAggressiveStrategy,"{""ema_exit_days"": 4.353074735954083, ""entry_days"": 13.657872466705841, ""exit_days"": 1.9521207022386284, ""timeframe_minutes"": 5, ""trailing_drawdown_pct"": 0.19553575447594218}",mar,11948770175.63332,1194.8770175633322,200.10062012394803,-99.7381334979267,-62.448914077152736,271.54795999108387,1.9649576609072952,0.9091780888929508,43.75,32,3.3093180801994846,19.133671661401785,1651.34615809731,51.60456744054094,12948.77017563332
all,120,Strategy_62_RSIAvgs,"{""ma_periods"": [5, 10, 20], ""overbought"": 84, ""oversold"": 23, ""rsi_period"": 14, ""signal_threshold"": 0.0599283550052897}",mar,11561228784.456146,1156.1228784456146,200.10062012394803,-99.7381334979267,-97.40237274417744,265.8067830261411,1.666720979516532,1.7121099441169627,52.63157894736842,19,5.316233319723949,11.869555595756529,1078.5256182426158,56.76450622329557,12561.228784456149
all,30,Strategy_62_RSIAvgs,"{""ma_periods"": [5, 10, 20], ""overbought"": 55, ""oversold"": 30, ""rsi_period"": 44, ""signal_threshold"": 0.7196482601514488}",mar,11259394757.98692,1125.939475798692,200.10062012394803,-99.7381334979267,-33.774199729157715,261.27523211829885,2.5284431017683424,0.4741370233560751,60.0,25,12.741818275096865,33.33726586648487,137.77881243900924,5.51115249756037,12259.39475798692
all,82,GridTradingStrategyV2Aggressive,"{""allow_bear_breakout_sell"": 0, ""atr_mult"": 1.4803578721884842, ""breakout_slope_min"": 0.0025445486907662482, ""breakout_window"": 23, ""buy_spacing_mult_bear"": 1.6459154389876476, ""center_lookback"": 38, ""cooldown_bars"": 1, ""fee_pct"": 0.0025, ""min_edge_pct"": 0.01079188240886271, ""min_step_pct"": 0.03272677030467933, ""min_strength"": 0.651750405553575, ""no_sell_above_ema_fast_in_bull"": 1, ""num_grids"": 10, ""recenter_dwell_bars"": 14, ""recenter_threshold_pct"": 0.13694070949435677, ""sell_spacing_mult_bull"": 1.248773818101955, ""side_when_bear"": 2, ""slippage_pct"": 0.01, ""strong_slope_min"": 0.005036019912660301, ""timeframe_minutes"": 60, ""tol_buy_hi"": 0.005, ""tol_buy_lo"": 0.01479806121824621, ""tol_sell_hi"": 0.009079204763618311, ""tol_sell_lo"": 0.011708211291283363, ""trail_atr_mult"": 2.690888056728476, ""trend_ema_fast"": 79, ""trend_ema_slow"": 168}",mar,10444049968.950571,1044.4049968950574,200.10062012394803,-99.7381334979267,-97.19662594215832,248.75463699076445,1.8526756753641864,1.080048906256838,100.0,17,inf,10.745280371322584,522.4075227357175,30.72985427857162,11444.049968950572
1y,76,CompositeMomentumIndexStrategy,"{""roc_period"": 10, ""rsi_period"": 23, ""signal_threshold"": 0.46063850158394964, ""tsi_long"": 40, ""tsi_short"": 19}",mar,10253810188.344915,1025.3810188344917,-24.21430939037421,-99.7381334979267,-90.90899942035836,1042.7787895261222,2.226381938801124,1.4821517435862976,70.0,10,8.06387697092732,11.279202558298817,170.52435974289867,17.052435974289867,11253.810188344916
all,17,GridTradingStrategyV2Aggressive,"{""allow_bear_breakout_sell"": 0, ""atr_mult"": 1.0498348531060915, ""breakout_slope_min"": 0.004328791356602441, ""breakout_window"": 17, ""buy_spacing_mult_bear"": 1.2, ""center_lookback"": 31, ""cooldown_bars"": 0, ""fee_pct"": 0.0025, ""min_edge_pct"": 0.017335156160501373, ""min_step_pct"": 0.036199725416465406, ""min_strength"": 0.5421541377237566, ""no_sell_above_ema_fast_in_bull"": 0, ""num_grids"": 10, ""recenter_dwell_bars"": 11, ""recenter_threshold_pct"": 0.18087315839211732, ""sell_spacing_mult_bull"": 1.5817007334747526, ""side_when_bear"": 1, ""slippage_pct"": 0.01, ""strong_slope_min"": 0.00897740157744465, ""timeframe_minutes"": 60, ""tol_buy_hi"": 0.009939392132451654, ""tol_buy_lo"": 0.009638808452355764, ""tol_sell_hi"": 0.017813391493024685, ""tol_sell_lo"": 0.012035155632108826, ""trail_atr_mult"": 3.053492953287061, ""trend_ema_fast"": 73, ""trend_ema_slow"": 136}",mar,10174679280.47728,1017.467928047728,200.10062012394803,-99.7381334979267,-97.37293182280528,244.5231140230911,1.8587258225509249,1.134152524675571,95.0,20,72.06493944007545,10.449186534706266,375.82151988067415,18.791075994033708,11174.67928047728
